Task ID,Task Name,Task Category,Task Description,Task Check,Task Virtual Reward,Task Real Reward
2791,Engineering Task 2791: Build a working model of a clo...,Engineering,Build a working model of a closed-loop life support system.,Submit a video demonstration of your model.,"116 XP, 21 coins",None
2792,Innovation Task 2792: Invent a new tool or system to...,Innovation,Invent a new tool or system to improve daily life.,Submit a prototype or concept document.,"117 XP, 22 coins",None
2793,Spiritual Task 2793: Meditate on humanity’s future ...,Spiritual,Meditate on humanity’s future among the stars.,Write a short reflection on your experience.,"118 XP, 23 coins",None
2794,Exploration Task 2794: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"119 XP, 24 coins",None
2795,Governance Task 2795: Draft a constitution for the f...,Governance,Draft a constitution for the first human colony beyond Earth.,Share a written draft for peer review.,"120 XP, 25 coins",None
2796,Spiritual Task 2796: Meditate on humanity’s future ...,Spiritual,Meditate on humanity’s future among the stars.,Write a short reflection on your experience.,"121 XP, 26 coins",None
2797,Governance Task 2797: Draft a constitution for the f...,Governance,Draft a constitution for the first human colony beyond Earth.,Share a written draft for peer review.,"122 XP, 27 coins",None
2798,Survival Task 2798: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"123 XP, 28 coins",None
2799,Social Task 2799: Educate others on the benefits...,Social,Educate others on the benefits of space colonization.,Record a short video explaining your vision.,"124 XP, 29 coins",None
2800,Social Task 2800: Educate others on the benefits...,Social,Educate others on the benefits of space colonization.,Record a short video explaining your vision.,"125 XP, 20 coins","Exclusive knowledge, priority access to research"
2801,Creative Task 2801: Design a futuristic city on Ma...,Creative,Design a futuristic city on Mars.,Upload a digital or physical sketch of your design.,"126 XP, 21 coins",None
2802,Governance Task 2802: Draft a constitution for the f...,Governance,Draft a constitution for the first human colony beyond Earth.,Share a written draft for peer review.,"127 XP, 22 coins",None
2803,Exploration Task 2803: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"128 XP, 23 coins",None
2804,Exploration Task 2804: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"129 XP, 24 coins",None
2805,Survival Task 2805: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"130 XP, 25 coins",None
2806,Engineering Task 2806: Build a working model of a clo...,Engineering,Build a working model of a closed-loop life support system.,Submit a video demonstration of your model.,"131 XP, 26 coins",None
2807,Spiritual Task 2807: Meditate on humanity’s future ...,Spiritual,Meditate on humanity’s future among the stars.,Write a short reflection on your experience.,"132 XP, 27 coins",None
2808,Innovation Task 2808: Invent a new tool or system to...,Innovation,Invent a new tool or system to improve daily life.,Submit a prototype or concept document.,"133 XP, 28 coins",None
2809,Governance Task 2809: Draft a constitution for the f...,Governance,Draft a constitution for the first human colony beyond Earth.,Share a written draft for peer review.,"134 XP, 29 coins",None
2810,Spiritual Task 2810: Meditate on humanity’s future ...,Spiritual,Meditate on humanity’s future among the stars.,Write a short reflection on your experience.,"135 XP, 20 coins",None
2811,Fitness Task 2811: Train your body to endure long...,Fitness,Train your body to endure long-duration spaceflight.,Log 30 minutes of endurance training.,"136 XP, 21 coins",None
2812,Fitness Task 2812: Train your body to endure long...,Fitness,Train your body to endure long-duration spaceflight.,Log 30 minutes of endurance training.,"137 XP, 22 coins",None
2813,Creative Task 2813: Design a futuristic city on Ma...,Creative,Design a futuristic city on Mars.,Upload a digital or physical sketch of your design.,"138 XP, 23 coins",None
2814,Survival Task 2814: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"139 XP, 24 coins",None
2815,Innovation Task 2815: Invent a new tool or system to...,Innovation,Invent a new tool or system to improve daily life.,Submit a prototype or concept document.,"140 XP, 25 coins",None
2816,Social Task 2816: Educate others on the benefits...,Social,Educate others on the benefits of space colonization.,Record a short video explaining your vision.,"141 XP, 26 coins",None
2817,Education Task 2817: Learn about orbital mechanics ...,Education,Learn about orbital mechanics and space travel.,Pass an online quiz on orbital mechanics.,"142 XP, 27 coins",None
2818,Education Task 2818: Learn about orbital mechanics ...,Education,Learn about orbital mechanics and space travel.,Pass an online quiz on orbital mechanics.,"143 XP, 28 coins",None
2819,Innovation Task 2819: Invent a new tool or system to...,Innovation,Invent a new tool or system to improve daily life.,Submit a prototype or concept document.,"144 XP, 29 coins",None
2820,Spiritual Task 2820: Meditate on humanity’s future ...,Spiritual,Meditate on humanity’s future among the stars.,Write a short reflection on your experience.,"145 XP, 20 coins","Exclusive knowledge, priority access to research"
2821,Survival Task 2821: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"146 XP, 21 coins",None
2822,Education Task 2822: Learn about orbital mechanics ...,Education,Learn about orbital mechanics and space travel.,Pass an online quiz on orbital mechanics.,"147 XP, 22 coins",None
2823,Survival Task 2823: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"148 XP, 23 coins",None
2824,Spiritual Task 2824: Meditate on humanity’s future ...,Spiritual,Meditate on humanity’s future among the stars.,Write a short reflection on your experience.,"149 XP, 24 coins",None
2825,Innovation Task 2825: Invent a new tool or system to...,Innovation,Invent a new tool or system to improve daily life.,Submit a prototype or concept document.,"150 XP, 25 coins",None
2826,Survival Task 2826: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"151 XP, 26 coins",None
2827,Creative Task 2827: Design a futuristic city on Ma...,Creative,Design a futuristic city on Mars.,Upload a digital or physical sketch of your design.,"152 XP, 27 coins",None
2828,Fitness Task 2828: Train your body to endure long...,Fitness,Train your body to endure long-duration spaceflight.,Log 30 minutes of endurance training.,"153 XP, 28 coins",None
2829,Social Task 2829: Educate others on the benefits...,Social,Educate others on the benefits of space colonization.,Record a short video explaining your vision.,"154 XP, 29 coins",None
2830,Innovation Task 2830: Invent a new tool or system to...,Innovation,Invent a new tool or system to improve daily life.,Submit a prototype or concept document.,"155 XP, 20 coins",None
2831,Exploration Task 2831: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"156 XP, 21 coins",None
2832,Exploration Task 2832: Map out a theoretical interste...,Exploration,Map out a theoretical interstellar trade route.,Submit a visual map with reasoning for trade stops.,"157 XP, 22 coins",None
2833,Innovation Task 2833: Invent a new tool or system to...,Innovation,Invent a new tool or system to improve daily life.,Submit a prototype or concept document.,"158 XP, 23 coins",None
2834,Spiritual Task 2834: Meditate on humanity’s future ...,Spiritual,Meditate on humanity’s future among the stars.,Write a short reflection on your experience.,"159 XP, 24 coins",None
2835,Fitness Task 2835: Train your body to endure long...,Fitness,Train your body to endure long-duration spaceflight.,Log 30 minutes of endurance training.,"160 XP, 25 coins",None
2836,Fitness Task 2836: Train your body to endure long...,Fitness,Train your body to endure long-duration spaceflight.,Log 30 minutes of endurance training.,"161 XP, 26 coins",None
2837,Engineering Task 2837: Build a working model of a clo...,Engineering,Build a working model of a closed-loop life support system.,Submit a video demonstration of your model.,"162 XP, 27 coins",None
2838,Innovation Task 2838: Invent a new tool or system to...,Innovation,Invent a new tool or system to improve daily life.,Submit a prototype or concept document.,"163 XP, 28 coins",None
2839,Fitness Task 2839: Train your body to endure long...,Fitness,Train your body to endure long-duration spaceflight.,Log 30 minutes of endurance training.,"164 XP, 29 coins",None
2840,Survival Task 2840: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"165 XP, 20 coins","Exclusive knowledge, priority access to research"
2841,Survival Task 2841: Practice growing food in a con...,Survival,Practice growing food in a controlled environment.,Show proof of a successfully grown plant.,"166 XP, 21 coins",None
